Title,Title_Transliterated,Author,Subject,Date,PDF_URL
سيرة النبي v.1,Sīrat al-Nabī v.1,"['Ibn Hishām, ʻAbd al-Malik, -834, author.', 'ʻAbd al-Ḥamīd, Muḥammad Muḥyī al-Dīn, compiler.']","[['النبي،', 'محمد،', '-632', 'تراجم'], ['Prophet', 'Muḥammad', '-632', 'Biography'], ['السيرة النبوية', 'اعمال قديمة حتى 1800'], ['Sīrah al-Nabawīyah', 'Early works to 1800']]",1937,http://mc.dlib.nyu.edu/files/books/aub_aco002961/aub_aco002961_lo.pdf
محاضرات الإمام الزنجاني.,Muḥaḍarat al-Imām al-Zanjānī,"['Zanjānī, ʻAbd al-Karīm, author.']","[['Social justice', 'Religious aspects', 'Islam'], ['Religious life', 'Islam'], ['Islamic ethics']]",1946,http://mc.dlib.nyu.edu/files/books/aub_aco002960/aub_aco002960_lo.pdf
محمد القائد,Muḥammad al-Qāʼid,"['Ibrāhīm, Muḥammad ʻAbd al-Fattāḥ, author.']","[['النبي،', 'محمد،', '-632', 'القيادة العسكرية'], ['Prophet', 'Muḥammad', '-632', 'Military leadership'], ['المعارك', 'الإمبراطورية الإسلامية'], ['Battles', 'Islamic Empire']]",1945,http://mc.dlib.nyu.edu/files/books/aub_aco002958/aub_aco002958_lo.pdf
حاشية على الجلالين: v.4,Ḥāshiyah ʻalá al-jalālayn v.4,"['Jamal, Sulaymān ibn ʻUmar, -1789 or 1790, author.', 'Suyūṭī, 1445-1505', 'Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad, 1389-1459', 'ʻUkbarī, ʻAbd Allāh ibn al-Ḥusayn, 1143 or 1144-1219', 'Jazīrī, ʻAbd al-Raḥmān, commentator for written text.']","[['Suyūṭī', '1445-1505', 'Tafsīr al-Jalālayn'], ['Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad', '1389-1459', 'Tafsīr al-Jalālayn'], ['Qurʼan', 'Hermeneutics', 'Early works to 1800'], ['Qurʼan', 'Language, style', 'Early works to 1800']]",1933,http://mc.dlib.nyu.edu/files/books/aub_aco002953/aub_aco002953_lo.pdf
حاشية على الجلالين: v.3,Ḥāshiyah ʻalá al-jalālayn v.3,"['Jamal, Sulaymān ibn ʻUmar, -1789 or 1790, author.', 'Suyūṭī, 1445-1505', 'Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad, 1389-1459', 'ʻUkbarī, ʻAbd Allāh ibn al-Ḥusayn, 1143 or 1144-1219', 'Jazīrī, ʻAbd al-Raḥmān, commentator for written text.']","[['Suyūṭī', '1445-1505', 'Tafsīr al-Jalālayn'], ['Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad', '1389-1459', 'Tafsīr al-Jalālayn'], ['Qurʼan', 'Hermeneutics', 'Early works to 1800'], ['Qurʼan', 'Language, style', 'Early works to 1800']]",1933,http://mc.dlib.nyu.edu/files/books/aub_aco002952/aub_aco002952_lo.pdf
حاشية على الجلالين: v.2,Ḥāshiyah ʻalá al-jalālayn v.2,"['Jamal, Sulaymān ibn ʻUmar, -1789 or 1790, author.', 'Suyūṭī, 1445-1505', 'Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad, 1389-1459', 'ʻUkbarī, ʻAbd Allāh ibn al-Ḥusayn, 1143 or 1144-1219', 'Jazīrī, ʻAbd al-Raḥmān, commentator for written text.']","[['Suyūṭī', '1445-1505', 'Tafsīr al-Jalālayn'], ['Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad', '1389-1459', 'Tafsīr al-Jalālayn'], ['Qurʼan', 'Hermeneutics', 'Early works to 1800'], ['Qurʼan', 'Language, style', 'Early works to 1800']]",1933,http://mc.dlib.nyu.edu/files/books/aub_aco002951/aub_aco002951_lo.pdf
حاشية على الجلالين: v.1,Ḥāshiyah ʻalá al-jalālayn v.1,"['Jamal, Sulaymān ibn ʻUmar, -1789 or 1790, author.', 'Suyūṭī, 1445-1505', 'Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad, 1389-1459', 'ʻUkbarī, ʻAbd Allāh ibn al-Ḥusayn, 1143 or 1144-1219', 'Jazīrī, ʻAbd al-Raḥmān, commentator for written text.']","[['Suyūṭī', '1445-1505', 'Tafsīr al-Jalālayn'], ['Maḥallī, Jalāl al-Dīn Muḥammad ibn Aḥmad', '1389-1459', 'Tafsīr al-Jalālayn'], ['Qurʼan', 'Hermeneutics', 'Early works to 1800'], ['Qurʼan', 'Language, style', 'Early works to 1800']]",1933,http://mc.dlib.nyu.edu/files/books/aub_aco002950/aub_aco002950_lo.pdf
الإسلام والنصرانية مع العلم والمدنية,al- Islām wa-al-naṣrānīyah maʻa al-ʻilm wa-al-madanīyah,"['Muḥammad ʻAbduh, 1849-1905, author.']","[['Islam', 'Relations', 'Christianity'], ['Christianity and other religions', 'Islam'], ['Islam', 'Apologetic works'], ['Christianity', 'Controversial literature'], ['Religion and science']]",1905,http://mc.dlib.nyu.edu/files/books/aub_aco002949/aub_aco002949_lo.pdf
نهج البلاغة : v.3-4,Nahj al-balāghah v.3-4,"['ʻAlī ibn Abī ṬālibCaliph, approximately 600-661, author.', 'Sharīf al-Raḍī, Muḥammad ibn al-Ḥusayn, 969 or 970-1016, compiler.', 'Muḥammad ʻAbduh, 1948-1905, compiler.', 'Sayyid al-Ahl, ʻAbd al-ʻAzīz, compiler.', 'Ibn Abī al-Ḥadīd, ʻAbd al-Ḥamīd ibn Hibat Allāh, 1191-1257 or 1258, compiler.', 'Baḥrānī, Maytham ibn ʻAlī, -1280?, compiler.']","[['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Oratory'], ['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Nahj al-Balāghah'], ['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Political and social views'], ['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Views on Islam and state'], ['Islamic ethics', 'Early works to 1800'], ['Islam', 'Customs and practices', 'Early works to 1800'], ['Islamic sermons, Arabic', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002947/aub_aco002947_lo.pdf
نهج البلاغة : v.1-2,Nahj al-balāghah v.1-2,"['ʻAlī ibn Abī ṬālibCaliph, approximately 600-661, author.', 'Sharīf al-Raḍī, Muḥammad ibn al-Ḥusayn, 969 or 970-1016, compiler.', 'Muḥammad ʻAbduh, 1948-1905, compiler.', 'Sayyid al-Ahl, ʻAbd al-ʻAzīz, compiler.', 'Ibn Abī al-Ḥadīd, ʻAbd al-Ḥamīd ibn Hibat Allāh, 1191-1257 or 1258, compiler.', 'Baḥrānī, Maytham ibn ʻAlī, -1280?, compiler.']","[['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Oratory'], ['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Nahj al-Balāghah'], ['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Political and social views'], ['Caliph', 'ʻAlī ibn Abī Ṭālib', 'approximately 600-661', 'Views on Islam and state'], ['Islamic ethics', 'Early works to 1800'], ['Islam', 'Customs and practices', 'Early works to 1800'], ['Islamic sermons, Arabic', 'Early works to 1800']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002946/aub_aco002946_lo.pdf
القرآن ينبوع العلوم والعرفان v.1,al- Qurʼān yunbūʻ al-ʻulūm wa-al-ʻirfān v.1,"['Fikrī, ʻAlī, author.']","[[""Qur'an"", 'Hermeneutics'], [""Qur'an and science""]]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco002945/aub_aco002945_lo.pdf
مفيد عوام المسلمين :,Mufīd ʻawām al-Muslimīn,"['Jurdānī, Muḥammad ʻAbd Allāh, -1913, author.', 'Jurdānī, Muḥammad ʻAbd Allāh, -1913']","[['Jurdānī, Muḥammad ʻAbd Allāh', '-1913', 'Murshid al-anām ilá mā yajibu maʻrifatuhu min al-ʻaqāʼid wa-al-aḥkām'], ['Islam', 'Doctrines'], ['Islam', 'Customs and practices']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002944/aub_aco002944_lo.pdf
رسالة التوحيد,Risālat al-tawḥīd,"['Muḥammad ʻAbduh, 1849-1905, author.']","[['Monotheism'], ['Islam', 'Doctrines']]",1924,http://mc.dlib.nyu.edu/files/books/aub_aco002934/aub_aco002934_lo.pdf
تفصيل آيات القرآن الحكيم,Tafṣīl āyāt al-Qurʼān al-Ḥakīm,"['Labaume, Jules, 1806-1875, author.', 'Montet, Edouard Louis, 1856-1934', 'ʻAbd al-Bāqī, Muḥammad Fuʼād, translator.']","[[""Qur'an"", 'Hermeneutics'], [""Qur'an"", 'Indexes']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002930/aub_aco002930_lo.pdf
كتاب اللمع في الرد على أهل الزيغ والبدع ؛,Kitāb al-Lumaʻ fī al-radd ʻalá ahl al-zīgh wa-al-bidaʻ,"['Ashʻarī, Abū al-Ḥasan ʻAlī ibn Ismāʻīl, 873?-935?, author.', 'Ashʻarī, Abū al-Ḥasan ʻAlī ibn Ismāʻīl, 873?-935?', 'McCarthy, Richard Joseph, compiler.']","[['Islam', 'Doctrines', 'Early works to 1800'], ['Islam', 'Theology', 'Early works to 1800']]",1952,http://mc.dlib.nyu.edu/files/books/aub_aco002927/aub_aco002927_lo.pdf
الإسلام على مفترق الطرق,al- Islām ʻalá muftaraq al-ṭuruq,"['Asad, Muhammad, 1900-1992, author.', 'Farrūkh, ʻUmar, 1906-1987, translator.']","[['Islam', '20th century'], ['Islam', 'Apologetic works']]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco002926/aub_aco002926_lo.pdf
درس ومطالعة :,Dars wa-muṭālaʻah,"['Ghuṣn, Mārūn, author.']","[['الادب العربي'], ['Arabic literature']]",1925,http://mc.dlib.nyu.edu/files/books/aub_aco002911/aub_aco002911_lo.pdf
الإسلام في نظر الغرب,al- Islām fī naẓar al-gharb,"['Hitti, Philip K. (Philip Khuri), 1886-1978, author.', 'Ḥusaynī, Isḥāq Mūsá, translator.', 'Wāfī, ʻAlī ʻAbd al-Wāḥid, commentator for written text.']","[['Islam', 'Relations'], ['Islam and the West']]",1953,http://mc.dlib.nyu.edu/files/books/aub_aco002856/aub_aco002856_lo.pdf
السيد رشيد رضا، أو، إخاء أربعين سنة,"al-Sayyid Rashīd Riḍā, aw, ikhāʼ arbaʻīn sanah","['Arslān, ShakībAmīr, 1869-1946, author.']","[['Muḥammad Rashīd Riḍā', 'Correspondence'], ['Amir', 'Arslan, Shakib', '1869-1946', 'Correspondence'], ['Muslims', 'Arab countries', 'Correspondence']]",1937,http://mc.dlib.nyu.edu/files/books/aub_aco002852/aub_aco002852_lo.pdf
رسالة لأبي نصر الفارابي في الخلاء,Risālah li-Abī Nasr al-Fārābī fī al-khalāʼ,"['Fārābī, author.', 'Lugal, Necâti, compiler.', 'Sayılı, Aydın, compiler.']","[['الفراغ', 'اعمال قديمة حتى 1800'], ['Vacuum', 'Early works to 1800']]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco002844/aub_aco002844_lo.pdf
رأي أبي عثمان عمرو بن بحر الجاحظ في معاوية والأمويين,Raʼy Abī ʻUthmān ʻAmr ibn Baḥr al-Jāḥiẓ fī Muʻāwiyah wa-al-Umawīyīn,"['Jāḥiẓ, -868 or 869, author.', 'Ḥusaynī, ʻIzzat al-ʻAṭṭār, compiler.']","[['الخليفة،', 'معاوية بن أبي سفيان،', '-680'], ['Caliph', 'Muʻāwiyah ibn Abī Sufyān', '-680'], ['الأمويون'], ['Umayyad dynasty']]",1946,http://mc.dlib.nyu.edu/files/books/aub_aco002840/aub_aco002840_lo.pdf
دراسة سلالات شمال افريقيا,Dirāsat sulālāt shamāl Afrīqiyā,"['Cola Alberich, Julio, author.', 'Abū Mulham, Najīb, translator.']","[['الاثنولوجيا', 'أفريقيا الشمالية'], ['Ethnology', 'Africa, North'], ['افريقيا الشمالية', 'الحياة الاجتماعية والعادات'], ['Africa, North', 'Social life and customs']]",1948,http://mc.dlib.nyu.edu/files/books/aub_aco002785/aub_aco002785_lo.pdf
المياه والمعادن :,al- Miyāh wa-al-maʻādin,"['Twitchell, K. S. (Karl Saben), 1885-1968, author.']","[['Natural resources', 'Saudi Arabia'], ['Water', 'Saudi Arabia'], ['Minerals', 'Saudi Arabia']]",1931,http://mc.dlib.nyu.edu/files/books/aub_aco002782/aub_aco002782_lo.pdf
أساس التقاويم :,Asās al-taqāwīm,"['ʻAwaḍ, Jirjis Fīlūthāʾus, author.']","[['الكنيسة القبطية', 'الطقوس', 'التقويم'], ['Coptic Church', 'Liturgy', 'Calendar'], ['التقويم'], ['Calendar']]",1915,http://mc.dlib.nyu.edu/files/books/aub_aco002777/aub_aco002777_lo.pdf
سلمى صائغ :,Salmá Ṣāʼigh,"['Ibrāhīm, Imilī Fāris, author.']","[['صائغ، سلمى،', '1889-1953'], ['Ṣā’igh, Salmá', '1889-1953'], ['النساء المؤلفات العربيات', 'لبنان', 'القرن العشرون', 'تراجم'], ['Women authors, Arab', 'Lebanon', '20th century', 'Biography']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002766/aub_aco002766_lo.pdf
السحاب الأحمر,al- Saḥāb al-aḥmar,"['Rāfiʻī, Muṣṭafá Ṣādiq, -1937, author.', 'ʻIryān, Muḥammad Saʻīd, compiler.']",[['Love in literature']],1942,http://mc.dlib.nyu.edu/files/books/aub_aco002756/aub_aco002756_lo.pdf
محمد رسول الله صلى الله عليه وسلم,Muḥammad Rasūl Allāh ṣallá Allāh ʻalayhi wa-sallam,"['Muḥammad Rashīd Riḍa, author.']","[['النبي،', 'محمد،', '-632', 'تراجم'], ['Prophet', 'Muḥammad', '-632', 'Biography'], ['السيرة النبوية'], ['Sīrah al-Nabawīyah']]",1938,http://mc.dlib.nyu.edu/files/books/aub_aco002719/aub_aco002719_lo.pdf
حقائق في السياسة العربية يبحثها مجلس النواب العراقي.,Ḥaqāʼiq fī al-siyāsah al-ʻArabīyah yabḥathuhā Majlis al-Nūwāb al-ʻIrāqī,['n.a.'],"[['Iraq', 'Politics and government'], ['Iraq', 'Foreign relations'], ['Arab countries', 'Politics and government']]",1955,http://mc.dlib.nyu.edu/files/books/aub_aco002718/aub_aco002718_lo.pdf
مركز الأجانب في مراكش,Markaz al-ajānib fī Marrākush,"['Bin ʻAbbūd, Muḥammad Aḥmad, 1911-1949, author.']","[['Aliens', 'Morocco'], ['Privileges and immunities', 'Morocco'], ['Nationality', 'Morocco']]",1950,http://mc.dlib.nyu.edu/files/books/aub_aco002717/aub_aco002717_lo.pdf
الإجماع في الشريعة الإسلامية,al- Ijmāʻ fī al-sharīʻah al-Islāmīyah,"['ʻAbd al-Rāziq, ʻAlī, 1888-1966, author.']","[['Islamic law', 'Interpretation and construction']]",1947,http://mc.dlib.nyu.edu/files/books/aub_aco002714/aub_aco002714_lo.pdf
العلاقات الاقتصادية الدولية,al- ʻAlāqāt al-iqtiṣādīyah al-dawlīyah,"['Lahīṭah, Muḥammad Fahmī, author.', 'ʻUlaysh, Muḥammad Ḥamzah, author.']","[['International economic relations'], ['Economic policy']]",1947,http://mc.dlib.nyu.edu/files/books/aub_aco002712/aub_aco002712_lo.pdf
أحكام المواريث في الشريعة الإسلامية على مذاهب الأئمة الأربعة,Aḥkām al-mawārīth fī al-sharīʻah al-Islāmīyah ʻalá madhāhib al-aʼimmah al-arbaʻah,"['ʻAbd al-Ḥamīd, Muḥammad Muḥyī al-Dīn, author.']","[['الإرث والتوارث (الفقه الإسلامي)'], ['Inheritance and succession (Islamic law)']]",1947,http://mc.dlib.nyu.edu/files/books/aub_aco002711/aub_aco002711_lo.pdf
أصول التخطيط الإقتصادي,Uṣūl al-takhṭīṭ al-iqtiṣādī,"['Lewis, W. Arthur. (William Arthur), 1915-1991, author.', 'Qammāsh, Majdī, translator.', 'ʻAbd al-Raḥmān, Ibrāhīm Ḥilmī, reviewer.', 'Ḥasan, ʻAbd al-Razzāq Muḥammad, reviewer.']","[['Economic policy'], ['Economic development']]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco002710/aub_aco002710_lo.pdf
لباب الفرائض :,Lubāb al-farāʼiḍ,"['Shaṭṭī, Muḥammad al-Ṣādiq, author.']","[['Inheritance and succession (Islamic law)'], ['Wills (Islamic law)']]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco002700/aub_aco002700_lo.pdf
تأملات في السياسة,Taʼammulāt fī al-siyāsah,"['Ḥakīm, Tawfīq, author.', 'Bahāʼ al-Dīn Aḥmad, author of introduction.']","[['الحكيم، توفيق', 'آراء سياسية وإجتماعية'], ['Ḥakīm, Tawfīq', 'Political and social views'], ['السياسة العالمية', 'القرن العشرون'], ['World politics', '20th century'], ['مصر', 'السياسة والحكومة', '1919-1952'], ['Egypt', 'Politics and government', '1919-1952']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002687/aub_aco002687_lo.pdf
حلقة الدراسات الإجتماعية للدول العربية. v.3,Ḥalaqat al-dirāsāt al-ijtimāʻīyah lil-duwal al-ʻArabīyah v.3,['n.a.'],"[['Social service', 'Arab countries', 'Congresses'], ['Community development', 'Arab countries', 'Congresses'], ['Arab countries', 'Social conditions', 'Congresses'], ['Arab countries', 'Economic conditions', 'Congresses']]",1955,http://mc.dlib.nyu.edu/files/books/aub_aco002669/aub_aco002669_lo.pdf
حلقة الدراسات الإجتماعية للدول العربية. v.1,Ḥalaqat al-dirāsāt al-ijtimāʻīyah lil-duwal al-ʻArabīyah v.1,['n.a.'],"[['Social problems', 'Arab countries', 'Congresses'], ['Community development', 'Arab countries', 'Congresses'], ['Arab countries', 'Social conditions', 'Congresses']]",1950,http://mc.dlib.nyu.edu/files/books/aub_aco002667/aub_aco002667_lo.pdf
قوانين العمل,Qawānīn al-ʻamal,"['Munīb, Muṣṭafá Kāmil, editor.']","[['العمل، قوانين وتشريعات', 'مصر'], ['Labor laws and legislation', 'Egypt']]",1949,http://mc.dlib.nyu.edu/files/books/aub_aco002658/aub_aco002658_lo.pdf
نحو الرشد الإقتصادي :,Naḥwa al-rushd al-iqtiṣādī,"['Salama, A. M. Said, author.']","[['Economics'], ['Economic policy']]",1950,http://mc.dlib.nyu.edu/files/books/aub_aco002651/aub_aco002651_lo.pdf
فلسفة الإقتصاد,Falsafat al-iqtiṣād,"['Masīḥah, Wahīb, author.']","[['الإقتصاد', 'فلسفة'], ['Economics', 'Philosophy']]",1950,http://mc.dlib.nyu.edu/files/books/aub_aco002650/aub_aco002650_lo.pdf
مساهمة الهند في قضاء مآرب الإنسان الإقتصادية :,Musāhamat al-Hind fī qaḍā’ ma’ārib al-insān al-iqtiṣādīyah,"['Ḥusaynī, Abū al-Naṣr Aḥmad, author.']","[['India', 'Economic conditions'], ['India', 'Foreign economic relations']]",1953,http://mc.dlib.nyu.edu/files/books/aub_aco002647/aub_aco002647_lo.pdf
حول القومية العربية,Ḥawla al-Qawmīyah al-ʻArabīyah,"['ʻUmar, Jābir, author.']","[['القومية العربية'], ['Arab nationalism']]",1948,http://mc.dlib.nyu.edu/files/books/aub_aco002646/aub_aco002646_lo.pdf
نظام أوربا الجديد,Niẓām Ūrubbā al-jadīd,"['Einzig, Paul, 1897-1973, author.', 'ʻAbd al-Khāliq, Aḥmad Muḥammad, translator.', 'Badrān, Muḥammad, translator.']","[['World War, 1939-1945', 'Economic aspects'], ['National socialism'], ['Germany', 'Economic policy'], ['Europe', 'Economic conditions', '1918-1945']]",1941,http://mc.dlib.nyu.edu/files/books/aub_aco002644/aub_aco002644_lo.pdf
وطنيون وأوطان :,Waṭanīyūn wa-awṭān,"['Naṣṣūr, Adīb, author.']","[['Patriotism', 'Arab countries'], ['Nationalism', 'Arab countries']]",1952,http://mc.dlib.nyu.edu/files/books/aub_aco002636/aub_aco002636_lo.pdf
عالم الغد,ʻĀlam al-ghad,"['Wells, H. G. (Herbert George), 1866-1946, author.', 'Yūnus, ʻAbd al-Ḥamīd, translator.', 'Jalāl, Ḥāfiẓ, translator.']","[['Power (Social sciences)'], ['World politics']]",1946,http://mc.dlib.nyu.edu/files/books/aub_aco002634/aub_aco002634_lo.pdf
العروبة بين دعاتها ومعارضيها,al- ʻUrūbah bayna duʻātihā wa-muʻāriḍīhā,"['Ḥuṣrī, Abū Khaldūn Sāṭiʻ, 1881-1968, author.']","[['Political parties', 'Arab countries'], ['Arab nationalism'], ['Panarabism']]",1952,http://mc.dlib.nyu.edu/files/books/aub_aco002632/aub_aco002632_lo.pdf
طرق الإحصاء,Ṭuruq al-iḥṣā’,"['Ḥamdī, Muḥammad Maẓlūm, author.']","[['الإحصاءات', 'الطرق'], ['Statistics', 'methods']]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco002629/aub_aco002629_lo.pdf
اللامركزية التشريعية والوضع اللبناني,al- Lamarkazīyah al-tashrīʻīyah wa-al-wadʻ al-Lubnānī,"['ʻUwayḍah, Saʻd Allāh Tawfīq, author.']","[['Legislation', 'Lebanon'], ['Lebanon', 'Politics and government']]",1953,http://mc.dlib.nyu.edu/files/books/aub_aco002622/aub_aco002622_lo.pdf
معركة الإسلام والرأسمالية,Maʻrakat al-Islām wa-al-raʼsmālīyah,"['Quṭb, Sayyid, 1906-1966, author.']","[['Economics', 'Religious aspects', 'Islam'], ['Islam and social problems'], ['Communism and Islam']]",1952,http://mc.dlib.nyu.edu/files/books/aub_aco002621/aub_aco002621_lo.pdf
الإسلام لا شيوعية ولا رأسمالية :,al- Islām lā shuyūʻīyah wa-lā raʼsmālīyah,"['Khūlī, al-Bahī, author.']","[['Economics', 'Religious aspects', 'Islam'], ['Islam and labor']]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco002620/aub_aco002620_lo.pdf
الإقتصاد السياسي,al- Iqtiṣād al-siyāsī,"['Wāfī, ʻAlī ʻAbd al-Wāḥid, author.']",[['Economics']],1952,http://mc.dlib.nyu.edu/files/books/aub_aco002619/aub_aco002619_lo.pdf
قانون الإنتخاب :,Qānūn al-intikhāb,['n.a.'],"[['قانون الإنتخاب', 'مصر'], ['Election law', 'Egypt']]",1935,http://mc.dlib.nyu.edu/files/books/aub_aco002614/aub_aco002614_lo.pdf
نظرية الإسلام السياسية,Naẓarīyat al-Islām al-siyāsīyah,"['Maudoodi, Syed Abul ʻAla, 1903-1979, author.']","[['Islam and politics'], ['Islam and state']]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco002613/aub_aco002613_lo.pdf
الديمقراطية، مسيرها ومصيرها :,"al- Dīmuqrāṭīyah, masīruhā wa-maṣīruhā","['Ḥaddād, Niqūlā, author.']","[['Democracy'], ['Democracy', 'Social aspects'], ['Liberty']]",1950,http://mc.dlib.nyu.edu/files/books/aub_aco002611/aub_aco002611_lo.pdf
الدستور والديمقراطية :,al- Dustūr wa-al-dīmūqrāṭīyah,"['Maḥmaṣānī, Ṣubḥī Rajab, author.']","[['Constitutional law', 'Lebanon'], ['Constitutional law', 'Arab countries'], ['Lebanon', 'Politics and government'], ['Arab countries', 'Politics and government']]",1952,http://mc.dlib.nyu.edu/files/books/aub_aco002596/aub_aco002596_lo.pdf
في المذاهب السياسية وأنظمة الحكم :,Fī al-madhāhib al-siyāsīyah wa-anẓimat al-ḥukm,"['Pelloux, Robert, author.', 'Fāḍil, Muḥammad, translator.']","[['Political science'], ['Constitutional law'], ['Comparative law'], ['Parliamentary practice']]",1950,http://mc.dlib.nyu.edu/files/books/aub_aco002594/aub_aco002594_lo.pdf
دلائل الخيرات وشوارق الأنوار في ذكر الصلاة على النبي المختار صلى الله عليه وسلم,Dalāʼil al-Khayrāt wa-shawāriq al-anwār fī dhikr al-ṣalāt ʻalá al-nabī al-mukhtār ṣallá Allāh ʻalayhi wa-sallam,"['Jazūlī, Muḥammad ibn Sulaymān, -1465, author.', 'Būṣīrī, Sharaf al-Dīn Muḥammad ibn Saʻīd, 1213?-1296?']","[['النبي،', 'محمد،', '-632', 'كتب الصلوات والعبادات'], ['Prophet', 'Muḥammad', '-632', 'Prayers and devotions'], ['الاسلام', 'كتب الصلوات والعبادات', 'اعمال قديمة حتى 1800'], ['Islam', 'Prayers and devotions', 'Early works to 1800']]",1937,http://mc.dlib.nyu.edu/files/books/aub_aco002590/aub_aco002590_lo.pdf
لن نرجع إلى الوراء ابداً,Lan narjiʻ ilá al-warāʼ abadan,"['Harmīl, Muḥammad, author.']","[['Egypt', 'Social conditions'], ['Egypt', 'Civilization']]",1954,http://mc.dlib.nyu.edu/files/books/aub_aco002587/aub_aco002587_lo.pdf
الفرق الإسلامية,al- Firaq al-Islāmīyah,"['Bashbīshī, Maḥmūd, author.']","[['Islamic sects'], ['Islam', 'Doctrines']]",1932,http://mc.dlib.nyu.edu/files/books/aub_aco002583/aub_aco002583_lo.pdf
كتاب لطائف المعارف فيما لمواسم العام من الوظائف,Kitāb Laṭāʼif al-maʻārif fīmā li-mawāsim al-ʻām min al-waẓāʼif,"['Ibn Rajab, ʻAbd al-Raḥmān ibn Aḥmad, 1336-1393, author.']","[['Islamic calendar', 'Early works to 1800'], ['Religious calendars', 'Islam', 'Early works to 1800'], ['Islam', 'Prayers and devotions', 'Early works to 1800']]",1924,http://mc.dlib.nyu.edu/files/books/aub_aco002582/aub_aco002582_lo.pdf
كشف الستر عن فرضية الوتر,Kashf al-sitr ʻan faraḍīyat al-Witr,"['Nābulusī, ʻAbd al-Ghanī ibn Ismāʻīl, 1641-1731, author.', 'Kawtharī, Muḥammad Zāhid ibn al-Ḥasan, compiler.']","[['Prayer', 'Islam'], ['Islam', 'Customs and practices']]",1951,http://mc.dlib.nyu.edu/files/books/aub_aco002577/aub_aco002577_lo.pdf
الدلالات الواضحات :,al-Dalālāt al-wāḍiḥāt,"['Nabhānī, Yūsuf ibn Ismāʻīl, 1849 or 1850-1932, author.', 'Nabhānī, Yūsuf ibn Ismāʻīl, 1849 or 1850-1932']","[['Jazūlī, Muḥammad ibn Sulaymān', '-1465', 'Dalāʼil al-khayrāt'], ['Prophet', 'Muḥammad', '-632', 'Prayers and devotions', 'Early works to 1800'], ['Islam', 'Prayers and devotions', 'Early works to 1800']]",1955,http://mc.dlib.nyu.edu/files/books/aub_aco002576/aub_aco002576_lo.pdf
رسالة في إقامة الحجة على المصلي جماعة قبل الإمام الراتب من الكتاب والسنة وأقوال سائر أئمة المذاهب,Risālah fi Iqāmat al-ḥujjah ʻalá al-muṣallī jamāʻah qabla al-imām al-rātib min al-kitāb wa al-sunnah wa-aqwāl sā’ir a’immat al-madhāhib,"['Qāsimī, Jamāl al-Dīn, 1866-1914, author.']","[['Prayer', 'Islam'], ['Islamic law']]",1923,http://mc.dlib.nyu.edu/files/books/aub_aco002575/aub_aco002575_lo.pdf
قيس إبن سعد بن عبادة,Qays ibn Saʻd ibn ʻUbādah,"['Ḥakīm, Muḥammad Riḍā, author.']","[['Qays ibn Saʻd', '-679 or 680'], ['Prophet', 'Muḥammad', '-632', 'Companions', 'Biography'], ['Muslims', 'Biography']]",1948,http://mc.dlib.nyu.edu/files/books/aub_aco002563/aub_aco002563_lo.pdf
الكشكول فيما جرى على آل الرسول,al- Kashkūl fī-mā jará ʻalá Āl al-Rasūl,"['Āmulī, Ḥaydar ibn ʻAlī, active 14th century, author.']","[['Prophet', 'Muḥammad', '-632', 'Family', 'Early works to 1800'], ['Shīʻah', 'Early works to 1800']]",1953,http://mc.dlib.nyu.edu/files/books/aub_aco002559/aub_aco002559_lo.pdf
